Word,file1_col1,file1_col2,file2_col1,file2_col2,file2_col3,file2_col4,file2_col5,file2_col6,file2_col7,file2_col8,file2_col9,file2_col10,file2_col11,file2_col12,file2_col13,file2_col14,file2_col15,file2_col16,file2_col17,file2_col18
behalf,2881,behalf,behalf,,,,,,,,,,,,,,,,,
behave,2298,behave,behave,behaves,behaved,behaving,behavings,,,,,,,,,,,,,
behavior,756,behavior,behavior,behaviors,behaviour,behaviours,,,,,,,,,,,,,,
behavioral,4055,behavioral,behavioral,behavioural,,,,,,,,,,,,,,,,
behind,542,behind,behind,,,,,,,,,,,,,,,,,
belief,1506,belief,belief,beliefs,,,,,,,,,,,,,,,,
believe,275,believe,believe,believed;believes,believed;believing,believing;believings,believings,,,,,,,,,,,,,
bell,2741,bell,bell,bells,belled,belling,bellings,,,,,,,,,,,,,
belong,1462,belong,belong,belongs,belonged,belonging,belongings,,,,,,,,,,,,,
below,811,below,below,,,,,,,,,,,,,,,,,
belt,2672,belt,belt,belts,belted,belting,beltings,,,,,,,,,,,,,
bench,3305,bench,bench,benches,benched,benching,benchings,,,,,,,,,,,,,
bend,2318,bend,bend,bends,bended,bending,bent,,,,,,,,,,,,,
beneath,2444,beneath,beneath,,,,,,,,,,,,,,,,,
beneficial,3209,beneficial,beneficial,beneficials,,,,,,,,,,,,,,,,
benefit,593,benefit,benefit,benefited;benefits,benefited;benefiting,benefiting;benefitted,benefitted;benefitting,benefitting;benefittings,benefittings,,,,,,,,,,,
beside,2165,beside,beside,,,,,,,,,,,,,,,,,
besides,1775,besides,besides,,,,,,,,,,,,,,,,,
bet,2008,bet,bet,bets;betted,betted;betting,betting;bettings,bettings,,,,,,,,,,,,,
between,166,between,between,betweens,,,,,,,,,,,,,,,,
beyond,876,beyond,beyond,,,,,,,,,,,,,,,,,
bias,2699,bias,bias,biases,biased,biasing,biasings,,,,,,,,,,,,,
bicycle,2905,bicycle,bicycle,bicycles,bicycled,bicycling,bicyclings,,,,,,,,,,,,,
bid,2247,bid,bid,bids,bade,bidding,bidden,,,,,,,,,,,,,
big,234,big,big,bigger;biggest,biggest,,,,,,,,,,,,,,,
bike,2029,bike,bike,bikes,biked,biking,bikings,,,,,,,,,,,,,
bilingual,4755,bilingual,bilingual,bilinguals,,,,,,,,,,,,,,,,
bill,938,bill,bill,billed;bills,billed;billing,billing;billings,billings,,,,,,,,,,,,,
bin,2606,bin,bin,bins,binned,binning,binnings,,,,,,,,,,,,,
bind,1461,bind,bind,binds,binded,binding,bindings,,,,,,,,,,,,,
biography,3989,biography,biography,biographies,,,,,,,,,,,,,,,,
biological,2708,biological,biological,biologicals,,,,,,,,,,,,,,,,
biology,3932,biology,biology,biologies,,,,,,,,,,,,,,,,
bird,1321,bird,bird,birds,birded,birding,birdings,,,,,,,,,,,,,
birth,1576,birth,birth,births,birthed,birthing,birthings,,,,,,,,,,,,,
birthday,2868,birthday,birthday,birthdays,,,,,,,,,,,,,,,,
bit,402,bit,bit,bits;bitted,bitted;bitting,bitting;bittings,bittings,,,,,,,,,,,,,
bite,2713,bite,bite,bites,biting,bitten,bitings,,,,,,,,,,,,,
bizarre,4335,bizarre,bizarre,,,,,,,,,,,,,,,,,
black,461,black,black,blacked;blacks,blacked;blacking,blacker;blacking,blacker;blackest,blackest,,,,,,,,,,,,
blame,1677,blame,blame,blames,blamed,blaming,blamings,,,,,,,,,,,,,
blank,3283,blank,blank,blanks,blanked,blanking,blanker,,,,,,,,,,,,,
blanket,3704,blanket,blanket,blankets,blanketed,blanketing,blanketings,,,,,,,,,,,,,
bleed,3792,bleed,bleed,bleeds,bled,bleeding,bleedin,,,,,,,,,,,,,
bless,2651,bless,bless,blesses,blessed,blessing,blessings,blest,,,,,,,,,,,,
blind,2313,blind,blind,blinds,blinded,blinding,blinder,blindest,,,,,,,,,,,,
block,1070,block,block,blocks,blocked,blocking,blockings,,,,,,,,,,,,,
blog,2858,blog,blog,blogs,blogged,blogging,bloggings,,,,,,,,,,,,,
blood,1068,blood,blood,bloods,blooded,blooding,bloodings,,,,,,,,,,,,,
bloody,2315,bloody,bloody,bloodied;bloodies,bloodied;bloodying,bloodier;bloodying,bloodier;bloodiest,bloodiest,,,,,,,,,,,,
blow,1413,blow,blow,blows,blew,blowing,blown,blowed,,,,,,,,,,,,
blue,908,blue,blue,blues,blueed,blueing,bluer,bluest,,,,,,,,,,,,
board,791,board,board,boarded;boards,boarded;boarding,boarding;boardings,boardings,,,,,,,,,,,,,
boat,1354,boat,boat,boats,boated,boating,boatings,,,,,,,,,,,,,
body,451,body,body,bodied;bodies,bodied;bodying,bodying;bodys,bodys,,,,,,,,,,,,,
bomb,1467,bomb,bomb,bombs,bombed,bombing,bombings,,,,,,,,,,,,,
bond,1563,bond,bond,bonds,bonded,bonding,bondings,,,,,,,,,,,,,
bone,1886,bone,bone,bones,boned,boning,bonings,,,,,,,,,,,,,
bonus,3147,bonus,bonus,bonuses,,,,,,,,,,,,,,,,
book,221,book,book,booked;books,booked;booking,booking;bookings,bookings,,,,,,,,,,,,,
boom,2595,boom,boom,booms,boomed,booming,boomings,,,,,,,,,,,,,
boost,2589,boost,boost,boosts,boosted,boosting,boostings,,,,,,,,,,,,,
boot,2332,boot,boot,boots,booted,booting,bootings,,,,,,,,,,,,,
border,1523,border,border,borders,bordered,bordering,borderings,,,,,,,,,,,,,
bore,1740,bore,bore,bores,bored,boring,borings,,,,,,,,,,,,,
borrow,1930,borrow,borrow,borrows,borrowed,borrowing,borrowings,,,,,,,,,,,,,
boss,1904,boss,boss,bosses,bossed,bossing,bossings,,,,,,,,,,,,,
both,178,both,both,,,,,,,,,,,,,,,,,
bother,1894,bother,bother,bothered;bothers,bothered;bothering,bothering;botherings,botherings,,,,,,,,,,,,,
bottle,1664,bottle,bottle,bottles,bottled,bottling,bottlings,,,,,,,,,,,,,
bottom,1292,bottom,bottom,bottomed;bottoms,bottomed;bottoming,bottoming;bottomings,bottomings,,,,,,,,,,,,,
bound,3387,bound,bound,bounds,bounded,bounding,boundings,,,,,,,,,,,,,
boundary,2209,boundary,boundary,boundaries,,,,,,,,,,,,,,,,
bowl,2341,bowl,bowl,bowls,bowled,bowling,bowlings,,,,,,,,,,,,,
box,911,box,box,boxed;boxes,boxed;boxing,boxing;boxings,boxings,,,,,,,,,,,,,
boy,560,boy,boy,boys,,,,,,,,,,,,,,,,
bracket,4657,bracket,bracket,brackets,bracketed,bracketted,,,,,,,,,,,,,,
brain,1285,brain,brain,brains,brained,braining,brainings,,,,,,,,,,,,,
brake,4014,brake,brake,brakes,braked,braking,brakings,,,,,,,,,,,,,
branch,1457,branch,branch,branches,branched,branching,branchings,,,,,,,,,,,,,
brand,1599,brand,brand,brands,branded,branding,brandings,,,,,,,,,,,,,
bread,2312,bread,bread,breads,breaded,breading,breadings,,,,,,,,,,,,,
break,418,break,break,breaks;broke,breaking;broke,breaking;broken,broken,,,,,,,,,,,,,
breakdown,3554,breakdown,breakdown,breakdowns,,,,,,,,,,,,,,,,
breakfast,1869,breakfast,breakfast,breakfasts,breakfasted,breakfasting,breakfastings,,,,,,,,,,,,,
breast,1950,breast,breast,breasts,breasted,breasting,breastings,,,,,,,,,,,,,
breath,1661,breath,breath,breaths,,,,,,,,,,,,,,,,
breathe,1964,breathe,breathe,breathes,breathed,breathing,breathings,,,,,,,,,,,,,
breed,2248,breed,breed,breeds,bred,breeding,breedings,,,,,,,,,,,,,
bridge,1596,bridge,bridge,bridges,bridged,bridging,bridgings,,,,,,,,,,,,,
brief,1320,brief,brief,briefed;briefs,briefed;briefing,briefer;briefing,briefer;briefest,briefest;briefings,briefings,,,,,,,,,,,
briefly,2320,briefly,briefly,,,,,,,,,,,,,,,,,
bright,1560,bright,bright,brighter,brightest,,,,,,,,,,,,,,,
brilliant,2250,brilliant,brilliant,,,,,,,,,,,,,,,,,
bring,246,bring,bring,brings;brought,bringing;brought,bringing;bringings,bringings,,,,,,,,,,,,,
broad,1380,broad,broad,broader,broadest,,,,,,,,,,,,,,,
broadcast,2310,broadcast,broadcast,broadcasts,broadcasted,broadcasting,broadcastings,,,,,,,,,,,,,
broaden,3765,broaden,broaden,broadens,broadened,broadening,broadenings,,,,,,,,,,,,,
broadly,4049,broadly,broadly,,,,,,,,,,,,,,,,,
brochure,3991,brochure,brochure,brochures,,,,,,,,,,,,,,,,
broker,3604,broker,broker,brokers,brokered,brokering,brokerings,,,,,,,,,,,,,
brother,871,brother,brother,brothers,,,,,,,,,,,,,,,,
brown,1963,brown,brown,browns,browned,browning,browner,brownest,,,,,,,,,,,,
brush,2513,brush,brush,brushes,brushed,brushing,brushings,,,,,,,,,,,,,
bubble,3593,bubble,bubble,bubbles,bubbled,bubbling,bubblings,,,,,,,,,,,,,
bucket,4582,bucket,bucket,buckets,,,,,,,,,,,,,,,,
budget,1066,budget,budget,budgeted;budgets,budgeted;budgeting,budgeting;budgetings,budgetings,,,,,,,,,,,,,
bug,3987,bug,bug,bugs,bugged,bugging,buggings,,,,,,,,,,,,,
build,271,build,build,builded;builds,builded;building,building;buildings,buildings;built,built,,,,,,,,,,,,
bulb,4869,bulb,bulb,bulbs,bulbed,,,,,,,,,,,,,,,
bulk,3459,bulk,bulk,bulks,bulked,bulking,bulkings,,,,,,,,,,,,,
bullet,3548,bullet,bullet,bullets,,,,,,,,,,,,,,,,
bunch,2662,bunch,bunch,bunches,bunched,bunching,bunchs,,,,,,,,,,,,,
bundle,3577,bundle,bundle,bundles,bundled,bundling,bundlings,,,,,,,,,,,,,
burden,2336,burden,burden,burdens,burdened,burdening,burdenings,,,,,,,,,,,,,
burn,1330,burn,burn,burns,burned,burning,burnt,burnings,,,,,,,,,,,,
burst,2486,burst,burst,bursts,bursted,bursting,burstings,,,,,,,,,,,,,
bury,2456,bury,bury,buries,buried,burying,buryings,,,,,,,,,,,,,
bus,860,bus,bus,bused;buses,bused;busing,busing;busings,busings,,,,,,,,,,,,,
business,261,business,business,businesses,,,,,,,,,,,,,,,,
businessman,3439,businessman,businessman,businessmen,,,,,,,,,,,,,,,,
busy,1283,busy,busy,busies,busied,busying,busier,busiest,,,,,,,,,,,,
but,75,but,but,buts,,,,,,,,,,,,,,,,
butter,3325,butter,butter,butters,buttered,buttering,butterings,,,,,,,,,,,,,
button,2335,button,button,buttons,buttoned,buttoning,buttonings,,,,,,,,,,,,,
buy,292,buy,buy,bought;buys,bought;buying,buyed;buying,buyed,,,,,,,,,,,,,
buyer,2488,buyer,buyer,buyers,,,,,,,,,,,,,,,,
by,77,by,by,bys,,,,,,,,,,,,,,,,
bye,3279,bye,bye,Bye,BYE,,,,,,,,,,,,,,,
cab,4090,cab,cab,cabs,cabbed,cabbing,cabbings,,,,,,,,,,,,,
cabin,3652,cabin,cabin,cabins,,,,,,,,,,,,,,,,
cabinet,3155,cabinet,cabinet,cabinets,,,,,,,,,,,,,,,,
cable,2126,cable,cable,cables,cabled,cabling,cablings,,,,,,,,,,,,,
cage,3749,cage,cage,cages,caged,caging,cagings,,,,,,,,,,,,,
cake,2223,cake,cake,cakes,caked,caking,cakings,,,,,,,,,,,,,
calcium,4091,calcium,calcium,,,,,,,,,,,,,,,,,
calculate,1975,calculate,calculate,calculates,calculated,calculating,calculatings,,,,,,,,,,,,,
calculation,3100,calculation,calculation,calculations,,,,,,,,,,,,,,,,
calendar,3703,calendar,calendar,calendars,,,,,,,,,,,,,,,,
call,155,call,call,called;calls,called;calling,calling;callings,callings,,,,,,,,,,,,,
caller,4536,caller,caller,callers,,,,,,,,,,,,,,,,
calm,2014,calm,calm,calms,calmed,calming,calmer,calmest,,,,,,,,,,,,
camera,1440,camera,camera,cameras,,,,,,,,,,,,,,,,
camp,1215,camp,camp,camps,camped,camping,campings,,,,,,,,,,,,,
campaign,697,campaign,campaign,campaigns,campaigned,campaigning,campaignings,,,,,,,,,,,,,
campus,3059,campus,campus,campuses,,,,,,,,,,,,,,,,
can,88,can,can,canned;cans,canned;canning,canning;cannot,cannings;cannot,cannings,,,,,,,,,,,,
cancel,2440,cancel,cancel,cancels,canceled,canceling,cancelled,cancelling,cancellings,,,,,,,,,,,
cancer,1407,cancer,cancer,cancers,,,,,,,,,,,,,,,,
candidate,1027,candidate,candidate,candidates,,,,,,,,,,,,,,,,
cap,2424,cap,cap,caps,capped,capping,cappings,,,,,,,,,,,,,
capability,2447,capability,capability,capabilities,,,,,,,,,,,,,,,,
capable,1935,capable,capable,capables,,,,,,,,,,,,,,,,
capacity,1522,capacity,capacity,capacities,,,,,,,,,,,,,,,,
capital,839,capital,capital,capitals,,,,,,,,,,,,,,,,
capitalism,4312,capitalism,capitalism,capitalisms,,,,,,,,,,,,,,,,
capitalist,4775,capitalist,capitalist,capitalists,,,,,,,,,,,,,,,,
captain,3042,captain,captain,captains,captained,captaining,capt,Captain,Captains,Capt,,,,,,,,,,
capture,1708,capture,capture,captures,captured,capturing,capturings,,,,,,,,,,,,,
car,310,car,car,cars,,,,,,,,,,,,,,,,
carbon,2633,carbon,carbon,carbons,,,,,,,,,,,,,,,,
card,831,card,card,carded;cards,carded;carding,carding;cardings,cardings,,,,,,,,,,,,,
care,363,care,care,cared;cares,cared;caring,caring;carings,carings,,,,,,,,,,,,,
career,942,career,career,careers,careered,careering,careerings,,,,,,,,,,,,,
careful,1687,careful,careful,,,,,,,,,,,,,,,,,
carefully,1436,carefully,carefully,,,,,,,,,,,,,,,,,
cargo,4929,cargo,cargo,cargoes,cargos,,,,,,,,,,,,,,,
carpet,2730,carpet,carpet,carpets,carpeted,carpeting,carpetings,,,,,,,,,,,,,
carrier,2970,carrier,carrier,carriers,,,,,,,,,,,,,,,,
carry,496,carry,carry,carried;carries,carried;carrying,carryed;carrying,carryed;carrys,carrys,,,,,,,,,,,,
cart,4270,cart,cart,carts,carted,carting,cartings,,,,,,,,,,,,,
case,218,case,case,cased;cases,cased;casing,casing;casings,casings,,,,,,,,,,,,,
cash,1389,cash,cash,cashes,cashed,cashing,cashings,,,,,,,,,,,,,
cast,1668,cast,cast,casts,casted,casting,castings,,,,,,,,,,,,,
castle,2723,castle,castle,castles,castled,castling,castlings,,,,,,,,,,,,,
casual,3488,casual,casual,casualer,casualest,casuals,,,,,,,,,,,,,,
cat,1728,cat,cat,cats,,,,,,,,,,,,,,,,
catalog,2701,catalog,catalog,catalogs,cataloged,cataloging,catalogue,catalogues,catalogued,cataloguing,cataloguings,,,,,,,,,
catch,733,catch,catch,catches;caught,catching;caught,catched;catching,catched,,,,,,,,,,,,,
category,1242,category,category,categories,,,,,,,,,,,,,,,,
cater,3479,cater,cater,caters,catered,catering,caterings,,,,,,,,,,,,,
cattle,3086,cattle,cattle,,,,,,,,,,,,,,,,,
cause,369,cause,cause,caused;causes,caused;causing,causing;causings,causings,,,,,,,,,,,,,
caution,3581,caution,caution,cautions,cautioned,cautioning,cautionings,,,,,,,,,,,,,
cautious,4502,cautious,cautious,,,,,,,,,,,,,,,,,
ceiling,3010,ceiling,ceiling,ceilings,ceilinged,,,,,,,,,,,,,,,
celebrate,1658,celebrate,celebrate,celebrates,celebrated,celebrating,celebratings,,,,,,,,,,,,,
celebration,2527,celebration,celebration,celebrations,,,,,,,,,,,,,,,,
celebrity,3193,celebrity,celebrity,celebrities,,,,,,,,,,,,,,,,
cell,679,cell,cell,cells,celled,celling,cellings,,,,,,,,,,,,,
cent,799,cent,cent,cents,,,,,,,,,,,,,,,,
center,384,center,center,centered;centers,centered;centering,centering;centerings,centerings;centre,centre;centres,centred;centres,centred;centring,centring;centrings,centrings,,,,,,,,
central,941,central,central,centrals,,,,,,,,,,,,,,,,
century,641,century,century,centuries,,,,,,,,,,,,,,,,
ceremony,2567,ceremony,ceremony,ceremonies,,,,,,,,,,,,,,,,
certain,501,certain,certain,,,,,,,,,,,,,,,,,
certainly,586,certainly,certainly,,,,,,,,,,,,,,,,,
certificate,2964,certificate,certificate,certificates,certificated,certificating,certificatings,,,,,,,,,,,,,
chain,1568,chain,chain,chains,chained,chaining,chainings,,,,,,,,,,,,,
chair,1110,chair,chair,chairs,chaired,chairing,chairings,,,,,,,,,,,,,
chairman,1712,chairman,chairman,chairmen,chairmans,,,,,,,,,,,,,,,
challenge,816,challenge,challenge,challenges,challenged,challenging,challengings,,,,,,,,,,,,,
chamber,2581,chamber,chamber,chambers,chambered,chambering,chamberings,,,,,,,,,,,,,
champion,2496,champion,champion,champions,championed,championing,championings,,,,,,,,,,,,,
championship,2690,championship,championship,championships,,,,,,,,,,,,,,,,
chance,610,chance,chance,chanced;chances,chanced;chancing,chancing;chancings,chancings,,,,,,,,,,,,,
change,163,change,change,changed;changes,changed;changing,changing;changings,changings,,,,,,,,,,,,,
channel,1582,channel,channel,channels,channeled,channelled,channelling,channeling,channelings,,,,,,,,,,,
chapter,1325,chapter,chapter,chapters,,,,,,,,,,,,,,,,
character,743,character,character,characters,,,,,,,,,,,,,,,,
characteristic,1632,characteristic,characteristic,characteristics,,,,,,,,,,,,,,,,
characterize,2375,characterize,characterize,characterizes,characterized,characterizing,characterise,characterises,characterised,characterising,characterisings,,,,,,,,,
charge,548,charge,charge,charged;charges,charged;charging,charging;chargings,chargings,,,,,,,,,,,,,
charity,2404,charity,charity,charities,,,,,,,,,,,,,,,,
charm,2426,charm,charm,charms,charmed,charming,charmings,,,,,,,,,,,,,
chart,1791,chart,chart,charts,charted,charting,chartings,,,,,,,,,,,,,
chase,2756,chase,chase,chases,chased,chasing,chasings,,,,,,,,,,,,,
chat,2584,chat,chat,chats,chatted,chatting,chattings,,,,,,,,,,,,,
cheap,1145,cheap,cheap,cheaper;cheapest,cheapest,,,,,,,,,,,,,,,
cheat,4004,cheat,cheat,cheats,cheated,cheating,cheatings,,,,,,,,,,,,,
check,630,check,check,checked;checks,checked;checking,checking;checkings,checkings,,,,,,,,,,,,,
cheek,2843,cheek,cheek,cheeks,cheeked,cheeking,cheekings,,,,,,,,,,,,,
cheer,3088,cheer,cheer,cheers,cheered,cheering,cheerings,,,,,,,,,,,,,
cheese,2635,cheese,cheese,cheeses,,,,,,,,,,,,,,,,
chef,3915,chef,chef,chefs,,,,,,,,,,,,,,,,
chemical,1707,chemical,chemical,chemicals,,,,,,,,,,,,,,,,
chemistry,3742,chemistry,chemistry,chemistries,,,,,,,,,,,,,,,,
chess,4940,chess,chess,,,,,,,,,,,,,,,,,
chest,2518,chest,chest,chests,chested,chesting,chestings,,,,,,,,,,,,,
chicken,2389,chicken,chicken,chickens,chickened,chickening,chickenings,,,,,,,,,,,,,
chief,1205,chief,chief,chiefs,chiefest,,,,,,,,,,,,,,,
child,152,child,child,children;childs,children;childrens,childrens,,,,,,,,,,,,,,
childhood,1858,childhood,childhood,childhoods,,,,,,,,,,,,,,,,
chip,1960,chip,chip,chips,chipped,chipping,chippings,,,,,,,,,,,,,
chocolate,2670,chocolate,chocolate,chocolates,,,,,,,,,,,,,,,,
choice,615,choice,choice,choicer;choices,choicer;choicest,choicest,,,,,,,,,,,,,,
choose,497,choose,choose,chooses;chose,choosing;chose,choosing;chosen,choosed;chosen,choosed,,,,,,,,,,,,
chromosome,4729,chromosome,chromosome,chromosomes,,,,,,,,,,,,,,,,
chronic,3855,chronic,chronic,chronics,,,,,,,,,,,,,,,,
chunk,4982,chunk,chunk,chunks,chunked,chunking,chunkings,,,,,,,,,,,,,
church,794,church,church,churched;churches,churched;churching,churching;churchs,churchs,,,,,,,,,,,,,
cigarette,2406,cigarette,cigarette,cigarettes,,,,,,,,,,,,,,,,
cinema,2874,cinema,cinema,cinemas,,,,,,,,,,,,,,,,
circle,1762,circle,circle,circles,circled,circling,circlings,,,,,,,,,,,,,
circuit,3020,circuit,circuit,circuits,circuited,circuiting,circuitings,,,,,,,,,,,,,
circulate,4224,circulate,circulate,circulates,circulated,circulating,circulatings,,,,,,,,,,,,,
circulation,4247,circulation,circulation,circulations,,,,,,,,,,,,,,,,
circumstance,1279,circumstance,circumstance,circumstances,,,,,,,,,,,,,,,,
cite,2327,cite,cite,cites,cited,citing,citings,,,,,,,,,,,,,
citizen,1501,citizen,citizen,citizens,,,,,,,,,,,,,,,,
city,319,city,city,cities;citys,citys,,,,,,,,,,,,,,,
civil,1499,civil,civil,,,,,,,,,,,,,,,,,
civilian,2657,civilian,civilian,civilians,,,,,,,,,,,,,,,,
civilization,3304,civilization,civilization,civilizations,civilisation,civilisations,,,,,,,,,,,,,,
claim,551,claim,claim,claims,claimed,claiming,claimings,,,,,,,,,,,,,
clarify,3338,clarify,clarify,clarifies,clarified,clarifying,clarifyings,,,,,,,,,,,,,
class,412,class,class,classed;classes,classed;classing,classing;classings,classings,,,,,,,,,,,,,
classic,1925,classic,classic,classics,,,,,,,,,,,,,,,,
classical,2530,classical,classical,classicals,,,,,,,,,,,,,,,,
classification,4068,classification,classification,classifications,,,,,,,,,,,,,,,,
classify,3024,classify,classify,classifies,classified,classifying,classifyings,,,,,,,,,,,,,
classmate,4852,classmate,classmate,classmates,,,,,,,,,,,,,,,,
classroom,2872,classroom,classroom,classrooms,,,,,,,,,,,,,,,,
clause,2579,clause,clause,clauses,,,,,,,,,,,,,,,,
clay,4032,clay,clay,clays,,,,,,,,,,,,,,,,
clean,892,clean,clean,cleaned;cleans,cleaned;cleaning,cleaning;cleanings,cleanings,,,,,,,,,,,,,
cleaner,4805,cleaner,cleaner,cleaners,cleanest,,,,,,,,,,,,,,,
clear,419,clear,clear,cleared;clears,cleared;clearing,clearer;clearing,clearer;clearest,clearest;clearings,clearings,,,,,,,,,,,
clearly,778,clearly,clearly,,,,,,,,,,,,,,,,,
clerk,3804,clerk,clerk,clerks,,,,,,,,,,,,,,,,
clever,3037,clever,clever,cleverer,cleverest,,,,,,,,,,,,,,,
click,2564,click,click,clicks,clicked,clicking,clickings,,,,,,,,,,,,,
client,2863,client,client,clients,,,,,,,,,,,,,,,,
climate,1956,climate,climate,climates,,,,,,,,,,,,,,,,
climb,1484,climb,climb,climbs,climbed,climbing,climbings,,,,,,,,,,,,,
clinic,3140,clinic,clinic,clinics,,,,,,,,,,,,,,,,
clinical,2417,clinical,clinical,clinicals,,,,,,,,,,,,,,,,
clip,3227,clip,clip,clips,clipped,clipping,clippings,,,,,,,,,,,,,
clock,982,clock,clock,clocked;clocks,clocked;clocking,clocking;clockings,clockings,,,,,,,,,,,,,
close,289,close,close,closed;closes,closed;closing,closer;closing,closer;closest,closest;closings,closings,,,,,,,,,,,
closely,1781,closely,closely,,,,,,,,,,,,,,,,,
closure,3946,closure,closure,closures,,,,,,,,,,,,,,,,
cloth,3197,cloth,cloth,cloths,,,,,,,,,,,,,,,,
clothes,1006,clothes,clothes,,,,,,,,,,,,,,,,,
clothing,2585,clothing,clothing,clothings,,,,,,,,,,,,,,,,
cloud,2140,cloud,cloud,clouds,clouded,clouding,cloudings,,,,,,,,,,,,,
club,810,club,club,clubs,clubbed,clubbing,clubbings,,,,,,,,,,,,,
clue,3061,clue,clue,clues,clued,cluing,cluings,,,,,,,,,,,,,
cluster,2731,cluster,cluster,clusters,clustered,clustering,clusterings,,,,,,,,,,,,,
coach,1392,coach,coach,coaches,coached,coaching,coachings,,,,,,,,,,,,,
coal,2480,coal,coal,coals,,,,,,,,,,,,,,,,
coast,1778,coast,coast,coasts,coasted,coasting,coastings,,,,,,,,,,,,,
coat,1913,coat,coat,coats,coated,coating,coatings,,,,,,,,,,,,,
code,1396,code,code,codes,coded,coding,codings,,,,,,,,,,,,,
coffee,1445,coffee,coffee,coffees,,,,,,,,,,,,,,,,
cognitive,3422,cognitive,cognitive,,,,,,,,,,,,,,,,,
coherent,4900,coherent,coherent,,,,,,,,,,,,,,,,,
coin,2659,coin,coin,coins,coined,coining,coinings,,,,,,,,,,,,,
cold,917,cold,cold,colder;coldest,coldest;colds,colds,,,,,,,,,,,,,,
collaboration,3878,collaboration,collaboration,collaborations,,,,,,,,,,,,,,,,
