0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
ion,ion;ions,ions,,,,,,,,,,,,,,,
irrelevant,,,,,,,,,,,,,,,,,
irrigation,irrigation;irrigations,irrigations,,,,,,,,,,,,,,,
jazz,jazzes,jazzed,jazzing,jazzings,,,,,,,,,,,,,
junior,juniors,,,,,,,,,,,,,,,,
justification,justifications,,,,,,,,,,,,,,,,
kidney,kidneys,,,,,,,,,,,,,,,,
kilometer,kilometers,kilometres,kilometre,,,,,,,,,,,,,,
lab,labs,,,,,,,,,,,,,,,,
lateral,lateral;laterals,laterals,,,,,,,,,,,,,,,
layout,layouts,,,,,,,,,,,,,,,,
leaf,leafs,leafed,leafing,leafings,,,,,,,,,,,,,
lecturer,lecturer;lecturers,lecturers,,,,,,,,,,,,,,,
legend,legends,,,,,,,,,,,,,,,,
legitimate,legitimates,legitimated,legitimating,legitimatings,,,,,,,,,,,,,
leisure,leisures,,,,,,,,,,,,,,,,
lever,lever;levers,levered;levers,levered;levering,levering;leverings,leverings,,,,,,,,,,,,
lexical,lexical;lexicals,lexicals,,,,,,,,,,,,,,,
liable,liables,,,,,,,,,,,,,,,,
lifestyle,lifestyles,,,,,,,,,,,,,,,,
lifetime,lifetimes,,,,,,,,,,,,,,,,
likelihood,likelihoods,,,,,,,,,,,,,,,,
likewise,,,,,,,,,,,,,,,,,
limb,limbs,limbed,,,,,,,,,,,,,,,
linear,linears,,,,,,,,,,,,,,,,
linguistic,,,,,,,,,,,,,,,,,
linguistics,linguistics,,,,,,,,,,,,,,,,
liter,liter;liters,liters;litres,litre;litres,litre,,,,,,,,,,,,,
liver,livers,,,,,,,,,,,,,,,,
locally,,,,,,,,,,,,,,,,,
locus,locus;locuses,loci;locuses,loci,,,,,,,,,,,,,,
logical,logicals,,,,,,,,,,,,,,,,
longitudinal,longitudinal;longitudinals,longitudinals,,,,,,,,,,,,,,,
loop,loops,looped,looping,loopings,,,,,,,,,,,,,
lump,lumps,lumped,lumping,lumpings,,,,,,,,,,,,,
lung,lungs,,,,,,,,,,,,,,,,
machinery,machineries,,,,,,,,,,,,,,,,
magnetic,magnetics,,,,,,,,,,,,,,,,
magnitude,magnitudes,,,,,,,,,,,,,,,,
mall,malls,,,,,,,,,,,,,,,,
manipulate,manipulates,manipulated,manipulating,manipulatings,,,,,,,,,,,,,
manipulation,manipulations,,,,,,,,,,,,,,,,
manual,manuals,,,,,,,,,,,,,,,,
manuscript,manuscripts,,,,,,,,,,,,,,,,
marble,marbles,marbled,,,,,,,,,,,,,,,
marginal,marginals,,,,,,,,,,,,,,,,
marker,markers,,,,,,,,,,,,,,,,
marrow,marrow;marrows,marrows,,,,,,,,,,,,,,,
maternal,maternals,,,,,,,,,,,,,,,,
mathematical,mathematicals,,,,,,,,,,,,,,,,
matrix,matrices,matrixes,,,,,,,,,,,,,,,
maximize,maximizes,maximized,maximizing,maximise,maximises,maximised,maximising,maximisings,,,,,,,,,
meaningful,,,,,,,,,,,,,,,,,
mechanic,mechanics,,,,,,,,,,,,,,,,
mechanical,mechanicals,,,,,,,,,,,,,,,,
media,media,,,,,,,,,,,,,,,,
mediate,mediate;mediates,mediated;mediates,mediated;mediating,mediating;mediatings,mediatings,,,,,,,,,,,,
membrane,membranes,,,,,,,,,,,,,,,,
memorize,memorize;memorizes,memorized;memorizes,memorized;memorizing,memorise;memorizing,memorise;memorises,memorised;memorises,memorised;memorising,memorising;memorisings,memorisings,,,,,,,,
mentor,mentors,mentored,mentoring,mentorings,,,,,,,,,,,,,
mercury,mercury,,,,,,,,,,,,,,,,
merge,merges,merged,merging,mergings,,,,,,,,,,,,,
messenger,messenger;messengers,messengers,,,,,,,,,,,,,,,
metabolism,metabolism;metabolisms,metabolisms,,,,,,,,,,,,,,,
metaphor,metaphors,,,,,,,,,,,,,,,,
methodology,methodologies,,,,,,,,,,,,,,,,
micro,micro,,,,,,,,,,,,,,,,
mid,,,,,,,,,,,,,,,,,
migrate,migrate;migrates,migrated;migrates,migrated;migrating,migrating;migratings,migratings,,,,,,,,,,,,
migration,migrations,,,,,,,,,,,,,,,,
millimeter,millimeter;millimeters,millimeters;millimetres,millimetre;millimetres,millimetre,,,,,,,,,,,,,
mineral,minerals,,,,,,,,,,,,,,,,
minimal,minimals,,,,,,,,,,,,,,,,
minimize,minimizes,minimized,minimizing,minimise,minimises,minimised,minimising,minimisings,,,,,,,,,
minus,minuses,,,,,,,,,,,,,,,,
missile,missiles,,,,,,,,,,,,,,,,
mobility,mobilities,,,,,,,,,,,,,,,,
modification,modifications,,,,,,,,,,,,,,,,
mole,mole;moles,moles,,,,,,,,,,,,,,,
molecular,moleculars,,,,,,,,,,,,,,,,
molecule,molecules,,,,,,,,,,,,,,,,
momentum,momentums,momenta,,,,,,,,,,,,,,,
monetary,,,,,,,,,,,,,,,,,
monkey,monkeys,monkeyed,monkeying,monkeyings,,,,,,,,,,,,,
monopoly,monopolies,,,,,,,,,,,,,,,,
morality,moralities,,,,,,,,,,,,,,,,
morphological,morphological;morphologicals,morphologicals,,,,,,,,,,,,,,,
morphology,morphologies;morphology,morphologies,,,,,,,,,,,,,,,
mortality,mortalities,,,,,,,,,,,,,,,,
motif,motif;motifs,motifs,,,,,,,,,,,,,,,
motive,motives,,,,,,,,,,,,,,,,
multi,multi,,,,,,,,,,,,,,,,
multinational,multinationals,,,,,,,,,,,,,,,,
multiply,multiplies,multiplied,multiplying,multiplyings,,,,,,,,,,,,,
mutation,mutation;mutations,mutations,,,,,,,,,,,,,,,
myth,myths,,,,,,,,,,,,,,,,
naked,,,,,,,,,,,,,,,,,
namely,,,,,,,,,,,,,,,,,
nasty,nastier,nastiest,,,,,,,,,,,,,,,
nationalism,nationalism;nationalisms,nationalisms,,,,,,,,,,,,,,,
neat,neater,neatest,,,,,,,,,,,,,,,
necessity,necessities,,,,,,,,,,,,,,,,
neo,neo,,,,,,,,,,,,,,,,
nest,nests,nested,nesting,nestings,,,,,,,,,,,,,
neural,neural;neurals,neurals,,,,,,,,,,,,,,,
neuron,neuron;neurons,neurone;neurons,neurone;neurones,neurones,,,,,,,,,,,,,
neutral,neutrals,,,,,,,,,,,,,,,,
nicely,,,,,,,,,,,,,,,,,
niche,niche;nich�,niches;nich�,niches;nich�s,nich�s,,,,,,,,,,,,,
nitrogen,nitrogen;nitrogens,nitrogens,,,,,,,,,,,,,,,
noble,nobles,nobler,noblest,,,,,,,,,,,,,,
node,nodes,,,,,,,,,,,,,,,,
noisy,noisier,noisiest,,,,,,,,,,,,,,,
nominal,nominal;nominals,nominals,,,,,,,,,,,,,,,
non,,,,,,,,,,,,,,,,,
nonetheless,,,,,,,,,,,,,,,,,
nonlinear,nonlinear;nonlinears,nonlinears,,,,,,,,,,,,,,,
norm,norms,,,,,,,,,,,,,,,,
notation,notation;notations,notations,,,,,,,,,,,,,,,
novice,novice;novices,novices,,,,,,,,,,,,,,,
nucleus,nuclei,,,,,,,,,,,,,,,,
,null;nulls,nulled;nulls,nulled;nulling,nulling;nullings,nullings,,,,,,,,,,,,
numerical,numerical;numericals,numericals,,,,,,,,,,,,,,,
nutrient,nutrients,,,,,,,,,,,,,,,,
objection,objections,,,,,,,,,,,,,,,,
obscure,obscures,obscured,obscuring,obscurings,,,,,,,,,,,,,
observer,observers,,,,,,,,,,,,,,,,
obtain,obtains,obtained,obtaining,obtainings,,,,,,,,,,,,,
occupation,occupations,,,,,,,,,,,,,,,,
occurrence,occurrences,,,,,,,,,,,,,,,,
offspring,offsprings,,,,,,,,,,,,,,,,
onset,onsets,,,,,,,,,,,,,,,,
onwards,onwards,,,,,,,,,,,,,,,,
optical,optical;opticals,opticals,,,,,,,,,,,,,,,
optimal,optimals,,,,,,,,,,,,,,,,
optimum,optimum,,,,,,,,,,,,,,,,
oral,orals,,,,,,,,,,,,,,,,
organ,organs,,,,,,,,,,,,,,,,
organism,organisms,,,,,,,,,,,,,,,,
orient,orients,oriented,orienting,orientings,,,,,,,,,,,,,
orientation,orientations,,,,,,,,,,,,,,,,
oscillation,oscillation;oscillations,oscillations,,,,,,,,,,,,,,,
outer,outers,,,,,,,,,,,,,,,,
outlet,outlets,,,,,,,,,,,,,,,,
overhead,overheads,,,,,,,,,,,,,,,,
overlap,overlaps,overlapped,overlapping,overlappings,,,,,,,,,,,,,
overview,overviews,overviewed,overviewing,overviewings,,,,,,,,,,,,,
oxidize,oxidize;oxidizes,oxidized;oxidizes,oxidized;oxidizing,oxidizing;oxidizings,oxidise;oxidizings,oxidise;oxidises,oxidised;oxidises,oxidised;oxidising,oxidising;oxidisings,oxidisings,,,,,,,
oxygen,oxygens,,,,,,,,,,,,,,,,
painful,,,,,,,,,,,,,,,,,
par,pars,parred,parring,parrings,,,,,,,,,,,,,
paradigm,paradigms,,,,,,,,,,,,,,,,
paradox,paradox;paradoxes,paradoxes,,,,,,,,,,,,,,,
parameter,parameters,,,,,,,,,,,,,,,,
parcel,parcels,parceled,parceling,parcelings,parcelled,parcelling,parcellings,,,,,,,,,,
pardon,pardons,pardoned,pardoning,pardonings,,,,,,,,,,,,,
parental,parentals,,,,,,,,,,,,,,,,
parenthesis,parentheses;parenthesis,parentheses,,,,,,,,,,,,,,,
partial,partials,,,,,,,,,,,,,,,,
partially,,,,,,,,,,,,,,,,,
particle,particles,,,,,,,,,,,,,,,,
partition,partition;partitions,partitioned;partitions,partitioned;partitioning,partitioning;partitionings,partitionings,,,,,,,,,,,,
pathway,pathways,,,,,,,,,,,,,,,,
peasant,peasants,,,,,,,,,,,,,,,,
periodic,periodic;periodics,periodics,,,,,,,,,,,,,,,
peripheral,peripherals,,,,,,,,,,,,,,,,
pest,pest;pests,pests,,,,,,,,,,,,,,,
pesticide,pesticide;pesticides,pesticides,,,,,,,,,,,,,,,
phenomenal,phenomenal;phenomenals,phenomenals,,,,,,,,,,,,,,,
philosopher,philosophers,,,,,,,,,,,,,,,,
philosophical,philosophicals,,,,,,,,,,,,,,,,
phonological,phonological;phonologicals,phonologicals,,,,,,,,,,,,,,,
phosphate,phosphate;phosphates,phosphates,,,,,,,,,,,,,,,
photographic,photographic;photographics,photographics,,,,,,,,,,,,,,,
physically,,,,,,,,,,,,,,,,,
physician,physicians,,,,,,,,,,,,,,,,
physics,,,,,,,,,,,,,,,,,
physiological,physiological;physiologicals,physiologicals,,,,,,,,,,,,,,,
pi,pi,,,,,,,,,,,,,,,,
planner,planners,,,,,,,,,,,,,,,,
plantation,plantation;plantations,plantations,,,,,,,,,,,,,,,
plausible,plausible;plausibles,plausibles,,,,,,,,,,,,,,,
plug,plugs,plugged,plugging,pluggings,,,,,,,,,,,,,
plural,plural;plurals,plurals,,,,,,,,,,,,,,,
polar,polar;polars,polars,,,,,,,,,,,,,,,
pole,poles,poled,poling,polings,,,,,,,,,,,,,
politically,,,,,,,,,,,,,,,,,
portfolio,portfolios,,,,,,,,,,,,,,,,
portray,portrays,portrayed,portraying,portrayings,,,,,,,,,,,,,
portrayal,portrayal;portrayals,portrayals,,,,,,,,,,,,,,,
positively,,,,,,,,,,,,,,,,,
poster,posters,,,,,,,,,,,,,,,,
postgraduate,postgraduate;postgraduates,postgraduates,,,,,,,,,,,,,,,
potassium,potassium,,,,,,,,,,,,,,,,
powder,powders,powdered,powdering,powderings,,,,,,,,,,,,,
practitioner,practitioners,,,,,,,,,,,,,,,,
pragmatic,pragmatics,,,,,,,,,,,,,,,,
pre,pre,,,,,,,,,,,,,,,,
precede,precedes,preceded,preceding,precedings,,,,,,,,,,,,,
precipitate,precipitate;precipitates,precipitated;precipitates,precipitated;precipitating,precipitating;precipitatings,precipitatings,,,,,,,,,,,,
precipitation,precipitation;precipitations,precipitations,,,,,,,,,,,,,,,
predator,predators,,,,,,,,,,,,,,,,
prediction,predictions,,,,,,,,,,,,,,,,
predominantly,,,,,,,,,,,,,,,,,
prejudice,prejudices,prejudiced,prejudicing,prejudicings,,,,,,,,,,,,,
preliminary,preliminaries,,,,,,,,,,,,,,,,
presume,presumes,presumed,presuming,presumings,,,,,,,,,,,,,
prevalence,prevalence;prevalences,prevalences,,,,,,,,,,,,,,,
prey,preys,preyed,preying,preyings,,,,,,,,,,,,,
primer,primer;primers,primers,,,,,,,,,,,,,,,
primitive,primitives,,,,,,,,,,,,,,,,
probe,probes,probed,probing,probings,,,,,,,,,,,,,
problematic,problematics,,,,,,,,,,,,,,,,
processor,processors,,,,,,,,,,,,,,,,
productive,,,,,,,,,,,,,,,,,
productivity,productivities,,,,,,,,,,,,,,,,
profound,profounder,profoundest,,,,,,,,,,,,,,,
progression,progression;progressions,progressions,,,,,,,,,,,,,,,
progressive,,,,,,,,,,,,,,,,,
projection,projections,,,,,,,,,,,,,,,,
prominent,,,,,,,,,,,,,,,,,
pronounce,pronounces,pronounced,pronouncing,pronouncings,,,,,,,,,,,,,
proposition,propositions,propositioned,propositioning,propositionings,,,,,,,,,,,,,
protocol,protocols,,,,,,,,,,,,,,,,
proton,proton;protons,protons,,,,,,,,,,,,,,,
psychiatric,psychiatrics,,,,,,,,,,,,,,,,
psychologist,psychologists,,,,,,,,,,,,,,,,
psychology,psychologies,,,,,,,,,,,,,,,,
publish,publishes,published,publishing,publishings,,,,,,,,,,,,,
pulse,pulses,pulsed,pulsing,pulsings,,,,,,,,,,,,,
punch,punches,punched,punching,punchings,,,,,,,,,,,,,
punish,punishes,punished,punishing,punishings,,,,,,,,,,,,,
punishment,punishments,,,,,,,,,,,,,,,,
purely,,,,,,,,,,,,,,,,,
puzzle,puzzles,puzzled,puzzling,puzzlings,,,,,,,,,,,,,
qualitative,qualitative,,,,,,,,,,,,,,,,
quantitative,,,,,,,,,,,,,,,,,
quantum,quantum,,,,,,,,,,,,,,,,
questionnaire,questionnaires,,,,,,,,,,,,,,,,
quiz,quiz;quizs,quizs;quizzes,quizzed;quizzes,quizzed;quizzing,quizzing;quizzings,quizzings,,,,,,,,,,,
quotation,quotations,,,,,,,,,,,,,,,,
rack,racks,racked,racking,rackings,,,,,,,,,,,,,
radar,radar;radars,radars,,,,,,,,,,,,,,,
radiation,radiations,,,,,,,,,,,,,,,,
radius,radii;radius,radii,,,,,,,,,,,,,,,
rainfall,rainfall;rainfalls,rainfalls,,,,,,,,,,,,,,,
randomize,randomize;randomizes,randomized;randomizes,randomized;randomizing,randomise;randomizing,randomise;randomises,randomised;randomises,randomised;randomising,randomising;randomisings,randomisings,,,,,,,,
randomly,randomly,,,,,,,,,,,,,,,,
rational,rationals,,,,,,,,,,,,,,,,
rationality,rationalities;rationality,rationalities,,,,,,,,,,,,,,,
ray,rays,rayed,raying,rayings,,,,,,,,,,,,,
reactive,reactive,,,,,,,,,,,,,,,,
reactor,reactor;reactors,reactors,,,,,,,,,,,,,,,
readily,,,,,,,,,,,,,,,,,
realism,realism;realisms,realisms,,,,,,,,,,,,,,,
realistic,realistics,,,,,,,,,,,,,,,,
realm,realms,,,,,,,,,,,,,,,,
receptor,receptor;receptors,receptors,,,,,,,,,,,,,,,
recipe,recipes,,,,,,,,,,,,,,,,
reconstruct,reconstruct;reconstructs,reconstructed;reconstructs,reconstructed;reconstructing,reconstructing;reconstructings,reconstructings,,,,,,,,,,,,
regime,regimes,r�gime,r�gimes,,,,,,,,,,,,,,
regression,regression;regressions,regressions,,,,,,,,,,,,,,,
rehabilitation,rehabilitation;rehabilitations,rehabilitations,,,,,,,,,,,,,,,
reinforce,reinforces,reinforced,reinforcing,reinforcings,,,,,,,,,,,,,
rejection,rejections,,,,,,,,,,,,,,,,
reliability,reliabilities,,,,,,,,,,,,,,,,
render,renders,rendered,rendering,renderings,,,,,,,,,,,,,
repertoire,repertoires,,,,,,,,,,,,,,,,
replacement,replacements,,,,,,,,,,,,,,,,
replicate,replicates,replicated,replicating,replicatings,,,,,,,,,,,,,
replication,replication;replications,replications,,,,,,,,,,,,,,,
reproduce,reproduces,reproduced,reproducing,reproducings,,,,,,,,,,,,,
reproduction,reproductions,,,,,,,,,,,,,,,,
republic,republics,,,,,,,,,,,,,,,,
resemble,resembles,resembled,resembling,resemblings,,,,,,,,,,,,,
reservoir,reservoirs,,,,,,,,,,,,,,,,
residual,residual;residuals,residuals,,,,,,,,,,,,,,,
residue,residue;residues,residues,,,,,,,,,,,,,,,
resistant,resistant,,,,,,,,,,,,,,,,
respiratory,respiratory,,,,,,,,,,,,,,,,
retrieve,retrieves,retrieved,retrieving,retrievings,,,,,,,,,,,,,
revolutionary,revolutionaries,,,,,,,,,,,,,,,,
rewrite,rewrites,rewrote,rewritten,rewrited,rewriting,rewrit,,,,,,,,,,,
rhetoric,rhetorics,,,,,,,,,,,,,,,,
rhythm,rhythms,,,,,,,,,,,,,,,,
ridiculous,,,,,,,,,,,,,,,,,
ritual,rituals,,,,,,,,,,,,,,,,
robot,robots,,,,,,,,,,,,,,,,
rope,ropes,roped,roping,ropings,,,,,,,,,,,,,
rotate,rotates,rotated,rotating,rotatings,,,,,,,,,,,,,
rotation,rotations,,,,,,,,,,,,,,,,
rub,rubs,rubbed,rubbing,rubbings,,,,,,,,,,,,,
ruler,rulers,,,,,,,,,,,,,,,,
scatter,scatters,scattered,scattering,scatterings,,,,,,,,,,,,,
scenario,scenarios,,,,,,,,,,,,,,,,
scholarship,scholarships,,,,,,,,,,,,,,,,
scripture,scripture;scriptures,scriptures,,,,,,,,,,,,,,,
scroll,scroll;scrolls,scrolled;scrolls,scrolled;scrolling,scrolling;scrollings,scrollings,,,,,,,,,,,,
secrete,secrete;secretes,secreted;secretes,secreted;secreting,secreting;secretings,secretings,,,,,,,,,,,,
sediment,sediment;sediments,sedimented;sediments,sedimented;sedimenting,sedimenting;sedimentings,sedimentings,,,,,,,,,,,,
selective,,,,,,,,,,,,,,,,,
semantic,semantics,,,,,,,,,,,,,,,,
semester,semester;semesters,semesters,,,,,,,,,,,,,,,
semi,semi,,,,,,,,,,,,,,,,
seminar,seminars,,,,,,,,,,,,,,,,
sensation,sensations,,,,,,,,,,,,,,,,
sensible,sensibles,,,,,,,,,,,,,,,,
sensitivity,sensitivities,,,,,,,,,,,,,,,,
sensory,sensory,,,,,,,,,,,,,,,,
separately,,,,,,,,,,,,,,,,,
separation,separations,,,,,,,,,,,,,,,,
sexuality,sexualities,,,,,,,,,,,,,,,,
shallow,shallows,shallowed,shallowing,shallower,shallowest,,,,,,,,,,,,
shortly,,,,,,,,,,,,,,,,,
shuttle,shuttles,shuttled,shuttling,shuttlings,,,,,,,,,,,,,
similarity,similarities,,,,,,,,,,,,,,,,
simplify,simplifies,simplified,simplifying,simplifyings,,,,,,,,,,,,,
simulate,simulate;simulates,simulated;simulates,simulated;simulating,simulating;simulatings,simulatings,,,,,,,,,,,,
simulation,simulations,,,,,,,,,,,,,,,,
simultaneously,,,,,,,,,,,,,,,,,
sin,sins,sinned,sinning,sinnings,,,,,,,,,,,,,
singular,singular;singulars,singulars,,,,,,,,,,,,,,,
sketch,sketches,sketched,sketching,sketchings,,,,,,,,,,,,,
skip,skips,skipped,skipping,skippings,,,,,,,,,,,,,
slab,slab;slabs,slabed;slabs,slabed;slabing,slabing;slabings,slabings,,,,,,,,,,,,
slash,slash;slashes,slashed;slashes,slashed;slashing,slashing;slashings,slashings,,,,,,,,,,,,
slavery,,,,,,,,,,,,,,,,,
slot,slots,slotted,slotting,slottings,,,,,,,,,,,,,
snake,snakes,snaked,snaking,snakings,,,,,,,,,,,,,
sneeze,sneeze;sneezes,sneezed;sneezes,sneezed;sneezing,sneezing;sneezings,sneezings,,,,,,,,,,,,
sniff,sniffs,sniffed,sniffing,sniffings,,,,,,,,,,,,,
socialize,socialize;socializes,socialized;socializes,socialized;socializing,socialise;socializing,socialise;socialises,socialised;socialises,socialised;socialising,socialising;socialisings,socialisings,,,,,,,,
socially,,,,,,,,,,,,,,,,,
sodium,sodium;sodiums,sodiums,,,,,,,,,,,,,,,
soluble,soluble;solubles,solubles,,,,,,,,,,,,,,,
solute,solute;solutes,solutes,,,,,,,,,,,,,,,
solvent,solvent;solvents,solvents,,,,,,,,,,,,,,,
sometime,sometimes,,,,,,,,,,,,,,,,
sophisticate,sophisticated,sophisticating,sophisticates,,,,,,,,,,,,,,
span,spans,spanned,spanning,spannings,,,,,,,,,,,,,
spatial,spatial;spatials,spatials,,,,,,,,,,,,,,,
specialty,specialties,speciality,specialities,,,,,,,,,,,,,,
specification,specifications,,,,,,,,,,,,,,,,
specimen,specimens,,,,,,,,,,,,,,,,
spectrum,spectrums,spectra,,,,,,,,,,,,,,,
sperm,sperms,,,,,,,,,,,,,,,,
sphere,spheres,,,,,,,,,,,,,,,,
splice,splice;splices,spliced;splices,spliced;splicing,splicing;splicings,splicings,,,,,,,,,,,,
sponsorship,sponsorship;sponsorships,sponsorships,,,,,,,,,,,,,,,
spontaneous,,,,,,,,,,,,,,,,,
spray,sprays,sprayed,spraying,sprayings,,,,,,,,,,,,,
stabilize,stabilizes,stabilized,stabilizing,stabilizings,stabilise,stabilises,stabilised,stabilising,stabilisings,,,,,,,,
stack,stacks,stacked,stacking,stackings,,,,,,,,,,,,,
stadium,stadiums,,,,,,,,,,,,,,,,
stance,stances,stanced,stancing,stancings,,,,,,,,,,,,,
standardize,standardizes,standardized,standardizing,standardise,standardises,standardised,standardising,standardisings,,,,,,,,,
static,statics,,,,,,,,,,,,,,,,
statistical,statisticals,,,,,,,,,,,,,,,,
statistically,statistically,,,,,,,,,,,,,,,,
statistics,statistics,,,,,,,,,,,,,,,,
stereotype,stereotypes,stereotyped,stereotyping,stereotypings,,,,,,,,,,,,,
stimulus,stimuli,,,,,,,,,,,,,,,,
straightforward,,,,,,,,,,,,,,,,,
strand,strands,stranded,stranding,strandings,,,,,,,,,,,,,
strategic,,,,,,,,,,,,,,,,,
strictly,,,,,,,,,,,,,,,,,
stripe,stripes,striped,striping,stripings,,,,,,,,,,,,,
sub,subs,subbed,subbing,subbings,,,,,,,,,,,,,
subjective,,,,,,,,,,,,,,,,,
subset,subset;subsets,subsets,,,,,,,,,,,,,,,
substitution,substitution;substitutions,substitutions,,,,,,,,,,,,,,,
substrate,substrate;substrates,substrates,,,,,,,,,,,,,,,
subtle,subtler,subtlest,,,,,,,,,,,,,,,
subtract,subtract;subtracts,subtracted;subtracts,subtracted;subtracting,subtracting;subtractings,subtractings,,,,,,,,,,,,
sufficiently,,,,,,,,,,,,,,,,,
suicide,suicides,,,,,,,,,,,,,,,,
super,supers,,,,,,,,,,,,,,,,
superior,superiors,,,,,,,,,,,,,,,,
supposedly,,,,,,,,,,,,,,,,,
surgeon,surgeons,,,,,,,,,,,,,,,,
surgical,surgical;surgicals,surgicals,,,,,,,,,,,,,,,
surplus,surpluses,,,,,,,,,,,,,,,,
susceptible,susceptible;susceptibles,susceptibles,,,,,,,,,,,,,,,
sustainable,sustainables,,,,,,,,,,,,,,,,
swap,swaps,swapped,swapping,swappings,,,,,,,,,,,,,
swell,swells,swelled,swelling,swollen,,,,,,,,,,,,,
sword,swords,sworded,swording,swordings,,,,,,,,,,,,,
syllable,syllables,syllabled,,,,,,,,,,,,,,,
syllabus,syllabi;syllabus,syllabi;syllabuses,syllabuses,,,,,,,,,,,,,,
symbolic,symbolics,,,,,,,,,,,,,,,,
syndrome,syndromes,,,,,,,,,,,,,,,,
syntactic,syntactic;syntactics,syntactics,,,,,,,,,,,,,,,
syntax,syntax,,,,,,,,,,,,,,,,
synthesis,syntheses;synthesis,syntheses,,,,,,,,,,,,,,,
synthetic,synthetic;synthetics,synthetics,,,,,,,,,,,,,,,
systematic,systematics,,,,,,,,,,,,,,,,
tech,techs,,,,,,,,,,,,,,,,
technically,,,,,,,,,,,,,,,,,
temporal,temporal;temporals,temporals,,,,,,,,,,,,,,,
tempt,tempts,tempted,tempting,temptings,,,,,,,,,,,,,
tense,tenses,tensed,tensing,tensings,,,,,,,,,,,,,
terminal,terminals,,,,,,,,,,,,,,,,
terminology,terminologies;terminology,terminologies,,,,,,,,,,,,,,,
terribly,,,,,,,,,,,,,,,,,
textbook,textbooks,,,,,,,,,,,,,,,,
theorem,theorem;theorems,theorems,,,,,,,,,,,,,,,
theorist,theorist;theorists,theorists,,,,,,,,,,,,,,,
thereby,,,,,,,,,,,,,,,,,
thermal,thermal;thermals,thermals,,,,,,,,,,,,,,,
thesis,theses,,,,,,,,,,,,,,,,
thickness,thickness;thicknesses,thicknesses,,,,,,,,,,,,,,,
thread,threads,threaded,threading,threadings,,,,,,,,,,,,,
threshold,thresholds,,,,,,,,,,,,,,,,
thumb,thumbs,thumbed,thumbing,thumbings,,,,,,,,,,,,,
tolerance,tolerances,,,,,,,,,,,,,,,,
ton,tons,,,,,,,,,,,,,,,,
toxic,toxics,,,,,,,,,,,,,,,,
tract,tract;tracts,tracts,,,,,,,,,,,,,,,
traditionally,,,,,,,,,,,,,,,,,
trait,traits,,,,,,,,,,,,,,,,
trajectory,trajectories;trajectory,trajectories,,,,,,,,,,,,,,,
trans,trans,,,,,,,,,,,,,,,,
transaction,transactions,,,,,,,,,,,,,,,,
transcribe,transcribe;transcribes,transcribed;transcribes,transcribed;transcribing,transcribing;transcribings,transcribings,,,,,,,,,,,,
transcription,transcription;transcriptions,transcriptions,,,,,,,,,,,,,,,
transformation,transformations,,,,,,,,,,,,,,,,
translation,translations,,,,,,,,,,,,,,,,
transmission,transmissions,,,,,,,,,,,,,,,,
transmit,transmits,transmitted,transmitting,transmittings,,,,,,,,,,,,,
transparency,transparencies;transparency,transparencies,,,,,,,,,,,,,,,
transplant,transplants,transplanted,transplanting,transplantings,,,,,,,,,,,,,
trauma,traumas,,,,,,,,,,,,,,,,
treaty,treaties,,,,,,,,,,,,,,,,
tremendous,,,,,,,,,,,,,,,,,
triangle,triangle;triangles,triangles,,,,,,,,,,,,,,,
tribe,tribes,,,,,,,,,,,,,,,,
tricky,trickier,trickiest,,,,,,,,,,,,,,,
trivial,trivial;trivials,trivials,,,,,,,,,,,,,,,
tropical,tropicals,,,,,,,,,,,,,,,,
tumor,tumors,tumour,tumours,,,,,,,,,,,,,,
turbulent,turbulent,,,,,,,,,,,,,,,,
tutor,tutors,tutored,tutoring,tutorings,,,,,,,,,,,,,
ultimate,ultimates,,,,,,,,,,,,,,,,
undergraduate,undergraduates,,,,,,,,,,,,,,,,
undermine,undermines,undermined,undermining,underminings,,,,,,,,,,,,,
underneath,,,,,,,,,,,,,,,,,
